category,Food Name,calories,protein,fat,carbohydrate,Food_Exchange
grain,"잠두, 삶은것",110,7.6,0.4,19.65,117.0
grain,콩조림(콩자반),271,19.3,4.2,39.1,58.8
grain,비지,74,3.5,1.5,11.7,196.6
grain,"두유, 검은콩",86,3.21,3.77,9.87,233.0
grain,"두유, 검은콩, 검은참깨",77,3.4,3.15,8.76,262.6
grain,"팥, 검정팥, 말린것",347,21.6,0.3,64.4,35.7
grain,"팥, 검정팥, 삶은것",143,9.2,0.1,26.4,87.1
grain,"팥, 붉은팥, 말린것",339,21.91,1.33,59.84,38.4
grain,"팥, 붉은팥, 삶은것",198,11.3,0.2,37.7,61.0
grain,"팥, 붉은팥(중국산), 말린것",357,19.6,0.5,68.5,33.6
grain,"팥, 회색팥, 말린것",350,21.9,1,63.3,36.3
grain,팥 페이스트,155,9.8,0.6,27.1,84.9
grain,"도토리, 생것",230,4.4,3,46.7,49.3
grain,"도토리, 가루 ",354,1.1,1.1,83.7,27.5
grain,"도토리, 졸참도토리 가루 ",342,4.6,0.5,79.2,29.0
grain,"도토리, 종가시도토리 가루 ",348,3.3,1.6,79.5,28.9
grain,"도토리 국수, 말린것",343,12.4,0.7,72.2,31.9
grain,도토리묵,44,0.2,0.2,10.2,225.5
grain,"마가목 열매, 생것",115,1.3,0.8,25.5,90.2
grain,"마름, 생것",190,5.8,0.5,40.6,56.7
grain,"머루씨, 생것",282,6.3,4.8,54,42.6
grain,"밤, 생것",151,3.28,0.5,33.39,68.9
grain,"밤, 말린것",377,6.7,4.1,78.6,29.3
grain,"밤, 삶은것",154,3.45,0.51,33.95,67.7
grain,"밤, 통조림",225,1.1,0,55.2,41.7
grain,"밤, 단택, 생것",150,2.7,0.1,34.3,67.1
grain,"밤, 단택, 삶은것",150,3.2,0.2,33.6,68.5
grain,"밤, 단택, 구운것",187,3.8,0.1,42.5,54.1
grain,"밤, 대보, 생것",146,2.9,0.1,33.3,69.1
grain,"밤, 대보, 삶은것",155,3,0.1,35.2,65.3
grain,"밤, 대보, 구운것",181,3.6,0.1,41.2,55.8
grain,"밤, 옥광, 생것",147,2.9,0.1,33.5,68.7
grain,"밤, 옥광, 삶은것",154,3.1,0.1,35,65.7
grain,"밤, 이평, 생것",157,3.5,0.1,35.4,65.0
grain,"밤, 이평, 삶은것",155,3.7,0.2,34.4,66.9
grain,"밤, 축파, 생것",141,2.8,0.1,32.1,71.7
grain,"밤, 축파, 삶은것",138,2.5,0.1,31.6,72.8
grain,"밤, 축파, 구운것",185,3.5,0.1,42.2,54.5
grain,"밤, 삼조생, 구운것",206,4.65,0.68,45.36,50.7
grain,"보리밥 열매, 말린것",354,18.5,1.3,68.5,33.6
grain,"삼씨, 말린것",463,29.5,27.9,31.3,73.5
grain,"수박씨, 말린것",451,19.3,22.9,47.2,48.7
grain,"연씨, 미숙, 생것",85,5.9,0.5,14.9,154.4
grain,"은행, 생것",203,4.69,1.53,42.78,53.8
grain,"은행, 삶은것",186,4.31,1.86,38.25,60.1
grain,"은행, 볶은것",221,5,2.05,45.76,50.3
grain,잣죽,30,0.7,0.9,5,460.0
grain,"참깨 과자, 엿강정",538,15,32.9,45.4,50.7
grain,참깨죽,38,1,1.2,5.9,389.8
grain,"치아씨, 말린것",486,16.54,30.74,42.12,54.6
grain,"코코넛수, 과즙",19,0.72,0.2,3.71,619.9
meat(low fat),"두부, 순두부",42,6.85,1.35,0.69,116.8
meat(low fat),"개구리고기, 생것",75,16.1,0.4,0.7,49.7
meat(low fat),"거위 부산물, 간, 생것",133,16.37,4.28,6.32,48.9
meat(low fat),"고래고기, 생것",111,26.5,0.5,0,30.2
meat(low fat),"고래고기, 붉은살, 냉동",132,23.5,3.5,0,34.0
meat(low fat),"고래고기, 붉은살, 염절임",160,24.4,6.2,0.1,32.8
meat(low fat),"꿩고기, 숫꿩, 생것",125,27.5,0.8,0,29.1
meat(low fat),"꿩고기, 암꿩, 생것",122,27.2,0.6,0,29.4
meat(low fat),"닭고기, 가슴(껍질 제거), 생것",107,22.97,0.97,0,34.8
meat(low fat),"닭고기, 가슴(껍질 제거), 삶은것",128,28.09,0.93,0,28.5
meat(low fat),"닭고기, 가슴(껍질 제거), 구운것(팬)",165,35.47,1.48,0,22.6
meat(low fat),"닭고기, 살코기, 생것",115,24,1.4,0.1,33.3
meat(low fat),"닭고기, 살코기, 삶은것",143,27.8,2.6,0.1,28.8
meat(low fat),"닭고기, 토종, 생것",118,22,2.6,0.2,36.4
meat(low fat),"닭고기, 토종, 가슴",107,23.1,0.7,0.5,34.6
meat(low fat),"닭고기, 토종, 날개",122,20.4,3.5,0.8,39.2
meat(low fat),"닭고기, 토종, 다리",128,18.9,4.9,0.9,42.3
meat(low fat),"닭고기, 토종, 살코기",108,20,1.3,2.8,40.0
meat(low fat),"닭 부산물, 간, 생것",116,18.8,3.9,0.1,42.6
meat(low fat),"닭 부산물, 간, 삶은것",167,24.46,6.51,0.87,32.7
meat(low fat),"닭 부산물, 모래주머니, 생것",85,16.87,1.41,0,47.4
meat(low fat),"닭 부산물, 모래주머니, 구운것(오븐)",132,26.78,2,0,29.9
meat(low fat),닭뼈 육수,7,1.1,0.2,0,727.3
meat(low fat),"돼지고기, 뒷다리, 생것",121,21.3,3.34,0,37.6
meat(low fat),"돼지고기, 뒷다리, 삶은것",209,30.63,8.7,0,26.1
meat(low fat),"돼지고기, 뒷다리(도가니살), 생것",129,21.29,4.23,0,37.6
meat(low fat),"돼지고기, 뒷다리(뒷사태살), 생것",134,20.51,5.11,0,39.0
meat(low fat),"돼지고기, 뒷다리(보섭살), 생것",137,21.13,5.14,0,37.9
meat(low fat),"돼지고기, 뒷다리(볼기살), 생것",132,20.79,4.81,0,38.5
meat(low fat),"돼지고기, 뒷다리(설깃살), 생것",138,20.9,5.39,0,38.3
meat(low fat),"돼지고기, 뒷다리(홍두깨살), 생것",135,20.03,5.44,0,39.9
meat(low fat),"돼지고기, 등심, 생것",135,24.03,3.6,0,33.3
meat(low fat),"돼지고기, 등심, 삶은것",203,35.08,5.94,0,22.8
meat(low fat),"돼지고기, 등심, 구운것(팬)",184,32.06,5.18,0,25.0
meat(low fat),"돼지고기, 등심(알등심살), 생것",144,22.9,5.13,0,34.9
meat(low fat),"돼지고기, 삼겹살(토시살), 생것",140,20.46,5.82,0,39.1
meat(low fat),"돼지고기, 안심(안심살), 생것",123,22.21,3.15,0,36.0
meat(low fat),"돼지고기, 안심(안심살), 삶은것",177,32.32,4.31,0,24.8
meat(low fat),"돼지고기, 안심(안심살), 구운것(팬)",172,30.23,4.76,0,26.5
meat(low fat),"돼지고기, 앞다리(앞사태살), 생것",131,20.82,4.68,0,38.4
meat(low fat),"돼지 부산물, 간, 생것",125,18.7,3.9,2.6,42.8
meat(low fat),"돼지 부산물, 간, 삶은것",165,26.02,4.4,3.76,30.7
meat(low fat),"돼지 부산물, 비장, 생것",86,18,1,0,44.4
meat(low fat),"돼지 부산물, 소장(곱창), 생것",71,11.9,2.2,0,67.2
meat(low fat),"돼지 부산물, 신장, 생것",109,16.7,3.7,1.2,47.9
meat(low fat),"돼지 부산물, 신장, 삶은것",151,25.4,4.7,0,31.5
meat(low fat),"돼지 부산물, 심장, 생것",113,18,4,0,44.4
meat(low fat),"돼지 부산물, 심장, 삶은것",148,23.6,5.05,0.4,33.9
meat(low fat),"돼지 부산물, 위, 생것",111,17.3,4.1,0,46.2
meat(low fat),"돼지 부산물, 자궁, 생것",73,15.4,0.8,0,51.9
meat(low fat),"돼지 부산물, 허파, 생것",85,14.08,2.72,0,56.8
meat(low fat),"돼지 부산물, 허파, 삶은것",99,16.6,3.1,0,48.2
meat(low fat),"햄, 등심햄",126,20.66,3.34,1.97,38.7
meat(low fat),"햄, 로스햄",128,16,4.2,5.6,50.0
meat(low fat),"햄, 본레스햄, 구운것",145,20.93,5.53,1.5,38.2
meat(low fat),"소고기, 미국산, 사태, 끓인것",201,33.68,6.36,0,23.8
meat(low fat),"소고기, 미국산, 설도, 구운것(석쇠)",164,28.45,4.67,0,28.1
meat(low fat),"소고기, 한우(3등급), 등심, 생것",117,21.3,2.9,0,37.6
meat(low fat),"소고기, 한우(3등급), 목심(목심살), 생것",102,21.4,1.2,0,37.4
meat(low fat),"소고기, 한우(3등급), 설도(보섭살), 생것",108,22.2,1.5,0,36.0
meat(low fat),"소고기, 한우(3등급), 설도(설깃살), 생것",104,22.2,1,0,36.0
meat(low fat),"소고기, 한우(3등급), 앞다리(꾸리살), 생것",103,21.5,1.2,0,37.2
meat(low fat),"소고기, 한우(3등급), 우둔(우둔살), 생것",107,22.8,1.1,0,35.1
meat(low fat),"소고기, 한우(3등급), 우둔(홍두깨살), 생것",105,22.5,1,0,35.6
meat(low fat),"소고기, 한우(3등급), 양지(양지머리), 생것",105,21.4,1.5,0,37.4
meat(low fat),"소고기, 한우(3등급), 양지(업진살), 생것",112,21.7,2.1,0,36.9
meat(low fat),"소고기, 한우(3등급), 채끝(채끝살), 생것",114,22.4,2,0,35.7
meat(low fat),"소고기, 한우(1등급), 사태(뒷사태), 생것",151,22.93,5.85,0,34.9
meat(low fat),"소고기, 한우(1등급), 사태(뭉치사태), 생것",146,24.04,4.86,0,33.3
meat(low fat),"소고기, 한우(1등급), 사태(앞사태), 생것",146,23.1,5.24,0,34.6
meat(low fat),"소고기, 한우(1등급), 우둔(홍두깨살), 생것",145,22.66,5.38,0,35.3
meat(low fat),"소고기, 한우(1+등급), 사태(뭉치사태), 생것",137,21.89,4.85,0,36.5
meat(low fat),"소 부산물, 간, 생것",131,19,4.6,2.2,42.1
meat(low fat),"소 부산물, 선지(피), 생것",52,10.1,0,2.2,79.2
meat(low fat),"소 부산물, 신장, 생것",90,15.6,1.7,2.2,51.3
meat(low fat),"소 부산물, 심장, 생것",105,15.8,4.2,0,50.6
meat(low fat),"소 부산물, 양(위), 생것",61,9.9,2,0.1,80.8
meat(low fat),"소 부산물, 천엽, 생것",51,10.3,0.7,0.1,77.7
meat(low fat),"소 부산물, 허파, 생것",82,15.8,0.9,1.6,50.6
meat(low fat),"소 부산물, 미국산, 간, 삶은것",191,29.08,5.26,5.13,27.5
meat(low fat),"소 부산물, 미국산, 신장, 끓인것",157,27.28,5.27,0,29.3
meat(low fat),"소 부산물, 미국산, 심장, 끓인것",165,28.48,4.73,0.15,28.1
meat(low fat),"소 부산물, 미국산, 허파, 삶은것",120,20.4,3.7,0,39.2
meat(low fat),양지국물,4,1,0,0,800.0
meat(low fat),육포,361,49,8.2,20.2,16.3
meat(low fat),잡뼈국물,27,4.3,1,0,186.0
meat(low fat),"송아지고기, 미국산, 살코기, 생것",105,20.04,2.16,0,39.9
meat(low fat),"송아지고기, 미국산, 살코기, 삶은것",201,35.73,5.33,0,22.4
meat(low fat),"송아지고기, 미국산, 어깨, 생것",132,19.34,5.44,0,41.4
meat(low fat),"송아지 부산물, 미국산, 간, 생것",140,19.93,4.85,2.91,40.1
meat(low fat),"송아지 부산물, 미국산, 간, 삶은것",192,28.42,6.26,3.77,28.1
meat(low fat),"송아지 부산물, 미국산, 신장, 생것",99,15.76,3.12,0.85,50.8
meat(low fat),"송아지 부산물, 미국산, 신장, 삶은것",163,26.32,5.66,0,30.4
meat(low fat),"송아지 부산물, 미국산, 심장, 생것",110,17.18,3.98,0.08,46.6
meat(low fat),"송아지 부산물, 미국산, 심장, 삶은것",186,29.12,6.75,0.13,27.5
meat(low fat),"송아지 부산물, 미국산, 허파, 생것",90,16.3,2.3,0,49.1
meat(low fat),"송아지 부산물, 미국산, 허파, 삶은것",104,18.74,2.64,0,42.7
meat(low fat),"어린양고기, 미국산, 살코기, 생것",143,20.88,5.94,0,38.3
meat(low fat),"어린양 부산물, 미국산, 간, 생것",139,20.38,5.02,1.78,39.3
meat(low fat),"어린양 부산물, 미국산, 간, 삶은것",220,30.57,8.81,2.53,26.2
meat(low fat),"염소고기, 외국산, 생것",107,21.9,1.5,0.2,36.5
meat(low fat),"오리고기, 살코기, 생것",117,21,3.07,0,38.1
meat(low fat),"칠면조고기, 미국산, 생것",143,21.64,5.64,0.13,37.0
meat(low fat),"칠면조고기, 미국산, 구운것",189,28.55,7.39,0.06,28.0
meat(low fat),"토끼고기, 집토끼, 생것",135,21.7,4.4,0.6,36.9
meat(low fat),"토끼고기, 집토끼, 끓인것",173,33.02,3.51,0,24.2
meat(low fat),"말고기, 생것",110,20.1,2.5,0.3,39.8
meat(low fat),"달걀, 가루 ",376,82.4,0.04,4.47,9.7
meat(low fat),"달걀, 난백, 생것",51,10.87,0.02,1.03,73.6
meat(low fat),"달걀, 난백, 삶은것",48,10.8,0,0.4,74.1
meat(low fat),"달걀, 유정란, 난백, 생것",50,8.5,0,3.6,94.1
meat(low fat),"가다랑어, 생것",128,25.9,1.8,0.3,30.9
meat(low fat),"가다랑어, 유지통조림",168,29,4.8,0.3,27.6
meat(low fat),가다랑어 육수,0,0,0,0,0.0
meat(low fat),"가라지, 생것",78,14.8,1.3,0.7,54.1
meat(low fat),"가물치, 생것",86,18.2,0.8,0.3,44.0
meat(low fat),"가시망독, 생것",102,22.4,0.7,0,35.7
meat(low fat),"가오리, 조미하여 말린것",312,39.3,0.6,35.8,20.4
meat(low fat),"가오리, 나비가오리, 생것",80,17.3,0.7,0,46.2
meat(low fat),"가오리, 노랑가오리, 생것",98,21.6,0.6,0,37.0
meat(low fat),"가오리, 목탁가오리, 생것",99,22.2,0.5,0,36.0
meat(low fat),"가오리, 전기가오리, 생것",65,13,1,0,61.5
meat(low fat),"가자미, 생것",129,22.1,3.7,0.3,36.2
meat(low fat),"가자미, 각시가자미, 생것",84,16.8,1.4,0,47.6
meat(low fat),"가자미, 갈가자미, 생것",91,18.3,1.3,0.2,43.7
meat(low fat),"가자미, 기름가자미, 생것",84,18.2,0.4,0.7,44.0
meat(low fat),"가자미, 눈가자미, 생것",94,19.4,1.1,0.3,41.2
meat(low fat),"가자미, 돌가자미, 생것",91,20,0.6,0,40.0
meat(low fat),"가자미, 문치가자미, 생것",93,19.9,0.7,0.5,40.2
meat(low fat),"가자미, 범가자미, 생것",83,18.2,0.2,0.8,44.0
meat(low fat),"가자미, 술봉가자미, 생것",84,16.8,1.4,0,47.6
meat(low fat),"가자미, 용가자미, 생것",83,18.1,0.6,0.1,44.2
meat(low fat),"가자미, 줄가자미, 생것",77,17.4,0.2,0.2,46.0
meat(low fat),"가자미, 참가자미, 생것",86,19.4,0.2,0.4,41.2
meat(low fat),"갈치, 동갈치, 생것",98,19.8,1.3,0.4,40.4
meat(low fat),"갈치, 동동갈치, 생것",121,20,3.9,0,40.0
meat(low fat),"강달이, 눈강달이, 생것",108,17,3.9,0.1,47.1
meat(low fat),"괴도라치, 생것",74,17.2,0.1,0,46.5
meat(low fat),"군평선이, 생것",103,18.5,2.6,0.2,43.2
meat(low fat),"기름종개, 생것",106,17.5,3.3,0.5,45.7
meat(low fat),"까나리, 삶아서 말린것",245,43.1,6.1,1.5,18.6
meat(low fat),"꺽저기, 생것",93,19.5,1,0.1,41.0
meat(low fat),"꼬치고기, 생것",97,20.5,0.8,0.7,39.0
meat(low fat),"꼼치, 생것",71,16.4,0.1,0,48.8
meat(low fat),"꽁치, 생것",141,22.7,4.7,0.4,35.2
meat(low fat),"날치, 생것",100,22.2,0.5,0.1,36.0
meat(low fat),"날치, 염장",124,26.4,1.3,0,30.3
meat(low fat),"날치 부산물, 알, 생것",96,10.2,2.2,8.3,78.4
meat(low fat),"납지리, 생것",86,17.5,1.2,0.1,45.7
meat(low fat),"넙치(광어), 생것",125,22.36,3.28,0,35.8
meat(low fat),"넙치(광어) 부산물, 껍질, 생것",168,29.3,4.7,0,27.3
meat(low fat),"네동가리, 생것",83,19.2,0.1,0.1,41.7
meat(low fat),"노래미, 생것",90,17.5,1.3,0.8,45.7
meat(low fat),"노래미, 줄노래미, 생것",86,17.5,1.2,0,45.7
meat(low fat),"노래미, 쥐노래미, 생것",119,21,3,0.5,38.1
meat(low fat),"놀래기, 생것",107,19.2,2.8,0,41.7
meat(low fat),"놀래기, 사랑놀래기, 생것",104,20.3,1.9,0,39.4
meat(low fat),"놀래기, 용치놀래기, 생것",86,19.3,0.2,0.4,41.5
meat(low fat),"놀래기, 황놀래기, 생것",98,18.9,1.9,0.1,42.3
meat(low fat),"농어, 생것",96,18.2,1.9,0.2,44.0
meat(low fat),"농어, 구운것",124,23.63,2.56,0,33.9
meat(low fat),"농어, 점농어, 생것",127,18.5,5.2,0.4,43.2
meat(low fat),"누치, 생것",104,17.3,3,0.8,46.2
meat(low fat),"눈볼대, 생것",143,22.3,5.3,0,35.9
meat(low fat),"눈퉁멸, 포, 말린것",342,58.6,5.4,11.1,13.7
meat(low fat),"능성어, 생것",93,18.8,1.3,0.3,42.6
meat(low fat),"다금바리, 생것",100,19.3,1.9,0.1,41.5
meat(low fat),"다랑어, 참다랑어, 냉동",114,24.5,1,0.1,32.7
meat(low fat),"다랑어, 참다랑어, 구운것",184,29.91,6.28,0,26.7
meat(low fat),"다랑어, 참다랑어, 붉은살, 생것",125,26.4,1.4,0.1,30.3
meat(low fat),"다랑어, 황다랑어, 생것",115,23.9,1.3,0.2,33.5
meat(low fat),"달강어, 생것",121,19.7,4,0.1,40.6
meat(low fat),"달고기, 생것",97,19.1,1.4,0.7,41.9
meat(low fat),"대구, 생것",87,19.5,0.3,0.3,41.0
meat(low fat),"대구, 말린것",258,56,2,0.3,14.3
meat(low fat),"대구, 냉동",82,18,0.5,0.1,44.4
meat(low fat),"대구, 구운것",109,25.2,0.2,0.2,31.7
meat(low fat),"대구, 소금에 절여 반건조",202,45.1,1.1,0,17.7
meat(low fat),"대구, 염장",92,20,0.7,0.1,40.0
meat(low fat),"대구, 수컷, 생것",82,18.2,0.43,0,44.0
meat(low fat),"대구, 암컷, 생것",69,15.42,0.32,0,51.9
meat(low fat),"대구, 포, 말린것",313,65.4,3,1.8,12.2
meat(low fat),"대구 부산물, 내장, 생것",85,15,2.3,0.1,53.3
meat(low fat),"대구 부산물, 알, 생것",115,23.4,1.6,0.2,34.2
meat(low fat),"대구 튀김, 냉동",109,13.7,0.8,11.1,58.4
meat(low fat),"대구젓, 염절임",66,14.7,0.4,0,54.4
meat(low fat),"대구젓, 아가미젓, 염절임",76,14.4,1.3,0.6,55.6
meat(low fat),"대구횟대, 생것",93,19.5,0.9,0.5,41.0
meat(low fat),"대두어(흑연), 생것",96,17.5,2.1,0.5,45.7
meat(low fat),"도다리, 생것",79,17.6,0.2,0.5,45.5
meat(low fat),"도도바리, 생것",96,19.4,1.2,0.5,41.2
meat(low fat),"도루묵, 생것",112,16,4.6,0.5,50.0
meat(low fat),"도루묵, 소금에 절여 말린것",280,44.8,9.8,0.2,17.9
meat(low fat),"독가시치, 생것",98,20.3,1.2,0,39.4
meat(low fat),"돔, 각시돔, 생것",91,20.1,0.6,0,39.8
meat(low fat),"돔, 감성돔, 생것",101,18.8,2.3,0.1,42.6
meat(low fat),"돔, 강담돔, 생것",93,18.9,1.4,0,42.3
meat(low fat),"돔, 구갈돔, 생것",90,20.4,0.3,0,39.2
meat(low fat),"돔, 금눈돔, 생것",121,18.5,4.5,0.3,43.2
meat(low fat),"돔, 꼽새돔, 생것",102,19,2.3,0.1,42.1
meat(low fat),"돔, 도화돔, 생것",130,21.3,4.3,0,37.6
meat(low fat),"돔, 독돔, 생것",98,20.8,0.9,0.2,38.5
meat(low fat),"돔, 돌돔, 생것",87,17.8,1,0.4,44.9
meat(low fat),"돔, 백미돔, 생것",102,21,1.2,0.4,38.1
meat(low fat),"돔, 범돔, 생것",95,19.5,1.1,0.4,41.0
meat(low fat),"돔, 벵에돔, 생것",99,20.2,1.4,0,39.6
meat(low fat),"돔, 뿔돔, 생것",97,18,2.2,0,44.4
meat(low fat),"돔, 실꼬리돔, 생것",107,19.8,2.5,0.1,40.4
meat(low fat),"돔, 실붉돔, 생것",100,17.8,2.7,0,44.9
meat(low fat),"돔, 어름돔, 생것",94,19.5,1.2,0,41.0
meat(low fat),"돔, 옥돔, 생것",83,18.1,0.2,0.9,44.2
meat(low fat),"돔, 옥돔, 반건조",104,19.5,2.3,0,41.0
meat(low fat),"돔, 옥돔, 삶은것",125,20.7,4,0,38.6
meat(low fat),"돔, 옥돔, 구운것",119,22.5,2.6,0,35.6
meat(low fat),"돔, 육동가리돔, 생것",103,18.6,2.6,0,43.0
meat(low fat),"돔, 자리돔, 생것",88,19.5,0.4,0.4,41.0
meat(low fat),"돔, 참돔, 생것",83,18.4,0.1,0.8,43.5
meat(low fat),"돔, 호박돔, 생것",91,20.3,0.5,0,39.4
meat(low fat),"돔, 혹돔, 생것",96,18.5,1.7,0.4,43.2
meat(low fat),"돔, 황돔, 생것",103,20.2,1.7,0.3,39.6
meat(low fat),"돔, 황줄돔, 생것",97,19.3,1.6,0,41.5
meat(low fat),"동사리, 생것",81,16.9,1,0,47.3
meat(low fat),"둑중개, 생것",103,15,4.2,0.2,53.3
meat(low fat),"둑중개, 조린것",302,29.4,5.5,33.8,27.2
meat(low fat),"드렁허리, 생것",92,17.9,1.7,0,44.7
meat(low fat),"등가시치, 생것",80,18.5,0.1,0,43.2
meat(low fat),"만새기, 생것",108,21.3,1.9,0,37.6
meat(low fat),"망둥어(풀망둑), 생것",78,16.4,0.7,0.3,48.8
meat(low fat),"매퉁이, 생것",94,20.8,0.5,0.1,38.5
meat(low fat),"메기, 물메기, 생것",79,16.4,0.9,0.1,48.8
meat(low fat),"메기, 붉은메기, 생것",84,18.2,0.7,0,44.0
meat(low fat),"멸치, 대멸치, 삶아서 말린것",302,59.31,5.45,0,13.5
meat(low fat),"멸치, 중멸치, 삶아서 말린것",246,49.69,3.3,1.07,16.1
meat(low fat),"멸치, 잔멸치, 삶아서 말린것",226,42.94,4.59,0.32,18.6
meat(low fat),멸치 육수,0,0.1,0,0,8000
meat(low fat),"멸치젓, 액젓, 염절임",29,6.5,0,0.3,123.1
meat(low fat),"명태, 생것",81,17.5,0.7,0,45.7
meat(low fat),"명태, 구운것",111,23.48,1.18,0,34.1
meat(low fat),"명태, 북어, 말린것",291,61.7,3.1,0,13.0
meat(low fat),"명태, 노가리, 말린것",357,76.1,3.2,0.9,10.5
meat(low fat),"명태, 황태, 말린것",377,80.3,3.8,0,10.0
meat(low fat),"명태, 황태포, 말린것",352,79,0.4,2.8,10.1
meat(low fat),"명태, 코다리, 반건조",108,21.7,1.7,0.1,36.9
meat(low fat),"명태, 코다리, 반건조, 구운것",112,25.2,0.5,0,31.7
meat(low fat),"명태, 동태, 냉동",73,15.9,0.5,0.1,50.3
meat(low fat),"명태, 조미포, 조미하여 말린것",314,43.9,1.5,29.2,18.2
meat(low fat),"명태, 포, 말린것",375,82.7,2.4,0,9.7
meat(low fat),"명태 부산물, 알, 생것",125,20.5,3,2.7,39.0
meat(low fat),"명태젓, 명란젓, 염절임",125,20.5,3,2.7,39.0
meat(low fat),"명태젓, 창난젓, 염절임",116,12.9,3.2,8.2,62.0
meat(low fat),"모래무지, 생것",77,15.7,1.1,0,51.0
meat(low fat),"몽치다래, 생것",158,24.1,5.9,0.5,33.2
meat(low fat),"문절망둑, 생것",91,18.7,1.1,0.3,42.8
meat(low fat),"문절망둑, 장조림",252,28.3,2.1,29,28.3
meat(low fat),"미꾸라지, 생것",95,16.2,2.8,0.2,49.4
meat(low fat),"미꾸라지, 삶은것",83,17.1,1.2,0,46.8
meat(low fat),"민달고기, 생것",96,20.3,1,0.1,39.4
meat(low fat),"민어, 생것",86,18,0.8,0.5,44.4
meat(low fat),"민어, 구운것",106,23.4,0.8,0,34.2
meat(low fat),"민어, 암치, 조미하여 말린것",320,39.8,1.5,35.2,20.1
meat(low fat),"민태, 생것",87,15.2,2.5,0,52.6
meat(low fat),"박대, 생것",91,19.2,0.7,0.6,41.7
meat(low fat),"박대, 말린것",133,25.6,2.2,0.9,31.3
meat(low fat),"박대, 반건조",104,21.4,1.4,0.1,37.4
meat(low fat),"방어, 생것",87,18.4,0.8,0.4,43.5
meat(low fat),"백연, 생것",90,19,0.8,0.3,42.1
meat(low fat),"밴댕이, 삶아서 말린것",301,48.2,10.3,0.5,16.6
meat(low fat),"뱅어, 생것",68,13.3,1.1,0.3,60.2
meat(low fat),"뱅어, 말린것",311,56.1,7.9,0,14.3
meat(low fat),"뱅어, 포, 말린것",362,60.4,11,1.2,13.2
meat(low fat),"베도라치, 생것",106,20.7,1.9,0,38.6
meat(low fat),"베도라치, 그물베도라치, 생것",107,22,1.2,0.7,36.4
meat(low fat),"베도라치, 장어베도라치, 생것",134,19.3,5.4,0.7,41.5
meat(low fat),"베로치, 생것",87,19.5,0.4,0,41.0
meat(low fat),"베스, 생것",82,18.2,0.4,0.1,44.0
meat(low fat),"벤자리, 노랑벤자리, 생것",94,17.3,2.1,0.2,46.2
meat(low fat),"보구치, 생것",119,19.3,3.9,0.3,41.5
meat(low fat),"보리멸, 생것",93,19.5,1.1,0,41.0
meat(low fat),"보리멸, 냉동",98,19.6,1.5,0.3,40.8
meat(low fat),"복어, 검복, 생것",95,21.5,0.3,0.1,37.2
meat(low fat),"복어, 검복, 조미하여 말린것",293,47.7,2.3,17.6,16.8
meat(low fat),"복어, 국매리복, 생것",92,20.7,0.3,0.2,38.6
meat(low fat),"복어, 까치복, 생것",86,19.3,0.2,0.5,41.5
meat(low fat),"복어, 까칠복, 생것",86,19.3,0.3,0.1,41.5
meat(low fat),"복어, 매리복, 생것",89,19.8,0.3,0.4,40.4
meat(low fat),"복어, 밀복, 생것",81,17.3,0.7,0.1,46.2
meat(low fat),"복어, 자주복, 생것",84,18.8,0.2,0.4,42.6
meat(low fat),"복어, 졸복, 생것",84,18.9,0.1,0.5,42.3
meat(low fat),"복어, 흰점복, 생것",72,15.9,0.5,0,50.3
meat(low fat),"볼락, 생것",94,19.3,1,0.6,41.5
meat(low fat),"볼락, 구운것",109,22.23,1.62,0,36.0
meat(low fat),"볼락, 개볼락, 생것",88,19.1,0.7,0.1,41.9
meat(low fat),"볼락, 누루시볼락, 생것",148,22.4,5.8,0,35.7
meat(low fat),"볼락, 불볼락, 생것",124,18.6,4.6,0.7,43.0
meat(low fat),"볼락, 우럭볼락, 생것",88,18.3,1.1,0.1,43.7
meat(low fat),"볼락, 조피볼락(우럭), 생것",99,18.41,2.26,0,43.5
meat(low fat),"볼락, 탁자볼락, 생것",86,19.7,0.1,0.3,40.6
meat(low fat),"볼락, 황점볼락, 생것",103,21.3,1.3,0,37.6
meat(low fat),"부세, 생것",104,17.2,3.4,0,46.5
meat(low fat),"부시리, 생것",109,22.3,1.5,0.1,35.9
meat(low fat),"부치, 빨강부치, 생것",72,15.8,0.5,0,50.6
